employment_history_id,employee_id,employment_start_date,employment_end_date,employment_status,employment_type,position,career_level,start_reason,end_reason,assignment_status
EMPLOY001415,DUD101415,2024-04-28,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY001416,DUD101416,2025-03-08,2026-12-26,Inactive,Full-time,ALT / English Teacher,1,Initial Hire,Relocation,Assigned
EMPLOY001417,DUD101417,2021-09-20,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY001418,DUD101418,2022-08-19,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY001419,DUD101419,2024-10-21,,Active,Full-time,Experienced Teacher,2,Initial Hire,,Assigned
EMPLOY001420,DUD101420,2022-12-14,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY001421,DUD101421,2022-09-19,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY001422,DUD101422,2021-11-04,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY001423,DUD101423,2021-12-21,2022-05-09,Inactive,Full-time,ALT / English Teacher,1,Initial Hire,Relocation,Assigned
EMPLOY001424,DUD101424,2021-05-30,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Awaiting Assignment
EMPLOY001425,DUD101425,2024-02-21,,Active,Full-time,Senior Trainer,5,Initial Hire,,Assigned
EMPLOY001426,DUD101426,2025-09-19,,Active,Full-time,Senior Teacher,3,Initial Hire,,Assigned
EMPLOY001427,DUD101427,2024-07-15,2026-09-29,Inactive,Full-time,Experienced Teacher,2,Initial Hire,Contract End,Assigned
EMPLOY001428,DUD101428,2023-09-12,2024-07-13,Inactive,Full-time,ALT / English Teacher,1,Initial Hire,Relocation,Assigned
EMPLOY001429,DUD101429,2026-02-25,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY001430,DUD101430,2023-03-17,2024-05-23,Inactive,Full-time,ALT / English Teacher,1,Initial Hire,Career Change,Awaiting Assignment
EMPLOY001431,DUD101431,2021-12-12,,Active,Full-time,Senior Teacher,3,Initial Hire,,Assigned
EMPLOY001432,DUD101432,2024-02-25,2024-12-26,Inactive,Full-time,Experienced Teacher,2,Initial Hire,Relocation,Awaiting Assignment
EMPLOY001433,DUD101433,2023-08-16,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY001434,DUD101434,2022-07-06,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Awaiting Assignment
EMPLOY001435,DUD101435,2021-01-31,,Active,Full-time,Senior Teacher,3,Initial Hire,,Assigned
EMPLOY001436,DUD101436,2024-09-20,2026-06-24,Inactive,Full-time,Experienced Teacher,2,Initial Hire,Personal Reasons,Awaiting Assignment
EMPLOY001437,DUD101437,2021-06-30,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY001438,DUD101438,2024-03-11,2025-02-20,Inactive,Full-time,ALT / English Teacher,1,Initial Hire,Performance,Assigned
EMPLOY001439,DUD101439,2024-12-10,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY001440,DUD101440,2026-05-11,2028-04-01,Inactive,Full-time,ALT / English Teacher,1,Initial Hire,Personal Reasons,Assigned
EMPLOY001441,DUD101441,2025-08-17,,Active,Full-time,Experienced Teacher,2,Initial Hire,,Assigned
EMPLOY001442,DUD101442,2025-04-18,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY001443,DUD101443,2024-01-10,,Active,Full-time,Experienced Teacher,2,Initial Hire,,Assigned
EMPLOY001444,DUD101444,2024-02-22,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Awaiting Assignment
EMPLOY001445,DUD101445,2025-04-25,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY001446,DUD101446,2022-02-27,2023-11-15,Inactive,Full-time,ALT / English Teacher,1,Initial Hire,Contract End,Assigned
EMPLOY001447,DUD101447,2024-06-13,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY001448,DUD101448,2023-07-18,2025-05-22,Inactive,Full-time,ALT / English Teacher,1,Initial Hire,Personal Reasons,Assigned
EMPLOY001449,DUD101449,2024-06-22,,Active,Full-time,Senior Trainer,5,Initial Hire,,Assigned
EMPLOY001450,DUD101450,2023-06-17,,Active,Full-time,Experienced Teacher,2,Initial Hire,,Awaiting Assignment
EMPLOY001451,DUD101451,2022-10-26,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY001452,DUD101452,2021-10-04,2023-02-17,Inactive,Full-time,Senior Teacher,3,Initial Hire,Career Change,Assigned
EMPLOY001453,DUD101453,2022-04-23,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY001454,DUD101454,2025-12-29,,Active,Full-time,Lead Trainer,6,Initial Hire,,Assigned
EMPLOY001455,DUD101455,2021-04-30,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY001456,DUD101456,2022-09-11,2023-08-07,Inactive,Full-time,ALT / English Teacher,1,Initial Hire,Performance,Assigned
EMPLOY001457,DUD101457,2025-12-17,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Awaiting Assignment
EMPLOY001458,DUD101458,2023-05-25,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY001459,DUD101459,2025-01-05,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY001460,DUD101460,2024-01-04,,Active,Full-time,Experienced Teacher,2,Initial Hire,,Assigned
EMPLOY001461,DUD101461,2022-11-13,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Awaiting Assignment
EMPLOY001462,DUD101462,2025-11-04,,Active,Full-time,Senior Teacher,3,Initial Hire,,Assigned
EMPLOY001463,DUD101463,2026-02-25,,Active,Full-time,Experienced Teacher,2,Initial Hire,,Assigned
EMPLOY001464,DUD101464,2026-02-03,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY001465,DUD101465,2025-06-17,2026-10-13,Inactive,Full-time,ALT / English Teacher,1,Initial Hire,Contract End,Assigned
EMPLOY001466,DUD101466,2021-12-14,,Active,Full-time,Experienced Teacher,2,Initial Hire,,Assigned
EMPLOY001467,DUD101467,2023-03-17,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY001468,DUD101468,2024-02-12,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY001469,DUD101469,2024-03-30,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY001470,DUD101470,2026-02-20,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY001471,DUD101471,2023-05-10,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Awaiting Assignment
EMPLOY001472,DUD101472,2026-08-12,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY001473,DUD101473,2022-06-21,,Active,Full-time,Senior Teacher,3,Initial Hire,,Assigned
EMPLOY001474,DUD101474,2026-03-05,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Awaiting Assignment
EMPLOY001475,DUD101475,2026-05-06,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY001476,DUD101476,2023-12-09,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY001477,DUD101477,2025-06-10,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY001478,DUD101478,2024-07-13,,Active,Full-time,Senior Trainer,5,Initial Hire,,Awaiting Assignment
EMPLOY001479,DUD101479,2023-09-30,,Active,Full-time,Experienced Teacher,2,Initial Hire,,Assigned
EMPLOY001480,DUD101480,2021-04-08,,Active,Full-time,Experienced Teacher,2,Initial Hire,,Awaiting Assignment
EMPLOY001481,DUD101481,2022-05-25,2023-05-12,Inactive,Full-time,Experienced Teacher,2,Initial Hire,Voluntary Resignation,Assigned
EMPLOY001482,DUD101482,2025-10-01,,Active,Full-time,Experienced Teacher,2,Initial Hire,,Assigned
EMPLOY001483,DUD101483,2024-03-27,2025-01-20,Inactive,Full-time,ALT / English Teacher,1,Initial Hire,Career Change,Assigned
EMPLOY001484,DUD101484,2026-04-23,2026-12-02,Inactive,Full-time,ALT / English Teacher,1,Initial Hire,Contract End,Assigned
EMPLOY001485,DUD101485,2022-03-22,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Awaiting Assignment
EMPLOY001486,DUD101486,2026-01-13,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY001487,DUD101487,2022-12-03,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY001488,DUD101488,2026-07-16,,Active,Full-time,Senior Teacher,3,Initial Hire,,Assigned
EMPLOY001489,DUD101489,2025-02-02,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Awaiting Assignment
EMPLOY001490,DUD101490,2023-06-09,2025-02-13,Inactive,Full-time,Senior Trainer,5,Initial Hire,Contract End,Assigned
EMPLOY001491,DUD101491,2023-09-19,,Active,Full-time,Experienced Teacher,2,Initial Hire,,Awaiting Assignment
EMPLOY001492,DUD101492,2022-12-13,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY001493,DUD101493,2023-09-22,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY001494,DUD101494,2023-12-14,2024-05-02,Inactive,Full-time,ALT / English Teacher,1,Initial Hire,Contract End,Assigned
EMPLOY001495,DUD101495,2021-10-17,,Active,Full-time,Experienced Teacher,2,Initial Hire,,Assigned
EMPLOY001496,DUD101496,2023-08-01,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Awaiting Assignment
EMPLOY001497,DUD101497,2024-11-22,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY001498,DUD101498,2022-03-27,2023-09-25,Inactive,Full-time,ALT / English Teacher,1,Initial Hire,Performance,Assigned
EMPLOY001499,DUD101499,2024-05-14,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY001500,DUD101500,2022-09-16,,Active,Full-time,Experienced Teacher,2,Initial Hire,,Assigned
EMPLOY001501,DUD000001,2021-10-30,,Active,Full-time,HR Staff,5,Initial Hire,,Office
EMPLOY001502,DUD000002,2024-07-17,,Active,Full-time,Manager,4,Initial Hire,,Office
EMPLOY001503,DUD000003,2025-02-06,,Active,Full-time,Recruiter,5,Initial Hire,,Office
EMPLOY001504,DUD000004,2024-10-29,,Active,Full-time,HR Staff,3,Initial Hire,,Office
EMPLOY001505,DUD000005,2024-08-02,,Active,Full-time,HR Staff,1,Initial Hire,,Office
EMPLOY001506,DUD000006,2020-08-28,,Active,Full-time,Recruiter,4,Initial Hire,,Office
EMPLOY001507,DUD000007,2022-06-06,,Active,Full-time,Client Relations,1,Initial Hire,,Office
EMPLOY001508,DUD000008,2023-11-05,,Active,Full-time,Manager,3,Initial Hire,,Office
EMPLOY001509,DUD000009,2023-01-29,,Active,Full-time,Client Relations,1,Initial Hire,,Office
EMPLOY001510,DUD000010,2020-10-03,,Active,Full-time,Client Relations,4,Initial Hire,,Office
EMPLOY001511,DUD000011,2020-12-31,,Active,Full-time,Recruiter,4,Initial Hire,,Office
EMPLOY001512,DUD000012,2025-11-27,,Active,Full-time,Administrator,3,Initial Hire,,Office
EMPLOY001513,DUD000013,2025-11-03,,Active,Full-time,Recruiter,5,Initial Hire,,Office
EMPLOY001514,DUD000014,2020-09-29,,Active,Full-time,HR Staff,5,Initial Hire,,Office
EMPLOY001515,DUD000015,2023-04-20,,Active,Full-time,HR Staff,5,Initial Hire,,Office
EMPLOY001516,DUD000016,2025-07-22,,Active,Full-time,Client Relations,5,Initial Hire,,Office
EMPLOY001517,DUD000017,2021-03-22,,Active,Full-time,Dispatch Staff,3,Initial Hire,,Office
EMPLOY001518,DUD000018,2022-01-15,,Active,Full-time,Administrator,4,Initial Hire,,Office
EMPLOY001519,DUD000019,2021-05-12,,Active,Full-time,Client Relations,3,Initial Hire,,Office
EMPLOY001520,DUD000020,2025-05-20,,Active,Full-time,Manager,5,Initial Hire,,Office
EMPLOY001521,DUD000021,2020-04-25,,Active,Full-time,Dispatch Staff,4,Initial Hire,,Office
EMPLOY001522,DUD000022,2024-04-26,,Active,Full-time,Client Relations,4,Initial Hire,,Office
EMPLOY001523,DUD000023,2023-02-07,,Active,Full-time,Recruiter,5,Initial Hire,,Office
EMPLOY001524,DUD000024,2025-11-13,,Active,Full-time,Administrator,2,Initial Hire,,Office
EMPLOY001525,DUD000025,2021-06-02,,Active,Full-time,Client Relations,4,Initial Hire,,Office
EMPLOY001526,DUD000026,2022-12-24,,Active,Full-time,Manager,3,Initial Hire,,Office
EMPLOY001527,DUD000027,2024-08-09,,Active,Full-time,Manager,3,Initial Hire,,Office
EMPLOY001528,DUD000028,2023-09-26,,Active,Full-time,Client Relations,2,Initial Hire,,Office
EMPLOY001529,DUD000029,2022-10-31,,Active,Full-time,Dispatch Staff,2,Initial Hire,,Office
EMPLOY001530,DUD000030,2022-12-26,,Active,Full-time,HR Staff,3,Initial Hire,,Office
EMPLOY001531,DUD000031,2021-08-04,,Active,Full-time,Recruiter,3,Initial Hire,,Office
EMPLOY001532,DUD000032,2022-05-07,,Active,Full-time,HR Staff,1,Initial Hire,,Office
EMPLOY001533,DUD000033,2024-08-15,,Active,Full-time,Manager,5,Initial Hire,,Office
EMPLOY001534,DUD000034,2023-07-17,,Active,Full-time,Manager,2,Initial Hire,,Office
EMPLOY001535,DUD000035,2024-04-09,,Active,Full-time,Recruiter,3,Initial Hire,,Office
EMPLOY001536,DUD000036,2024-08-16,,Active,Full-time,Administrator,3,Initial Hire,,Office
EMPLOY001537,DUD000037,2022-08-10,,Active,Full-time,Client Relations,3,Initial Hire,,Office
EMPLOY001538,DUD000038,2022-12-28,,Active,Full-time,Administrator,1,Initial Hire,,Office
EMPLOY001539,DUD000039,2020-03-01,,Active,Full-time,Administrator,2,Initial Hire,,Office
EMPLOY001540,DUD000040,2024-08-26,,Active,Full-time,Dispatch Staff,4,Initial Hire,,Office
EMPLOY001541,DUD000041,2022-06-22,,Active,Full-time,Client Relations,3,Initial Hire,,Office
EMPLOY001542,DUD000042,2024-10-02,,Active,Full-time,Client Relations,4,Initial Hire,,Office
EMPLOY001543,DUD000043,2021-11-06,,Active,Full-time,Recruiter,5,Initial Hire,,Office
EMPLOY001544,DUD000044,2022-10-15,,Active,Full-time,Administrator,3,Initial Hire,,Office
EMPLOY001545,DUD000045,2024-09-18,,Active,Full-time,Recruiter,3,Initial Hire,,Office
EMPLOY001546,DUD000046,2025-11-02,,Active,Full-time,Administrator,2,Initial Hire,,Office
EMPLOY001547,DUD000047,2022-01-07,,Active,Full-time,Recruiter,1,Initial Hire,,Office
EMPLOY001548,DUD000048,2020-10-07,,Active,Full-time,Manager,5,Initial Hire,,Office
EMPLOY001549,DUD000049,2025-04-20,,Active,Full-time,Administrator,3,Initial Hire,,Office
EMPLOY001550,DUD000050,2020-11-01,,Active,Full-time,Dispatch Staff,5,Initial Hire,,Office
EMPLOY001551,DUD000051,2022-08-18,,Active,Full-time,Dispatch Staff,5,Initial Hire,,Office
EMPLOY001552,DUD000052,2025-04-03,,Active,Full-time,Recruiter,1,Initial Hire,,Office
EMPLOY001553,DUD000053,2022-10-28,,Active,Full-time,Dispatch Staff,4,Initial Hire,,Office
EMPLOY001554,DUD000054,2021-06-25,,Active,Full-time,Dispatch Staff,2,Initial Hire,,Office
EMPLOY001555,DUD000055,2021-05-19,,Active,Full-time,Manager,4,Initial Hire,,Office
EMPLOY001556,DUD000056,2024-01-21,,Active,Full-time,Administrator,3,Initial Hire,,Office
EMPLOY001557,DUD000057,2023-12-27,,Active,Full-time,Administrator,5,Initial Hire,,Office
EMPLOY001558,DUD000058,2022-03-10,,Active,Full-time,Manager,2,Initial Hire,,Office
EMPLOY001559,DUD000059,2024-03-27,,Active,Full-time,HR Staff,2,Initial Hire,,Office
EMPLOY001560,DUD000060,2020-07-28,,Active,Full-time,Manager,1,Initial Hire,,Office
EMPLOY001561,DUD000061,2023-07-06,,Active,Full-time,Client Relations,5,Initial Hire,,Office
EMPLOY001562,DUD000062,2021-07-04,,Active,Full-time,Client Relations,5,Initial Hire,,Office
EMPLOY001563,DUD000063,2021-07-05,,Active,Full-time,Dispatch Staff,4,Initial Hire,,Office
EMPLOY001564,DUD000064,2020-07-20,,Active,Full-time,Administrator,5,Initial Hire,,Office
EMPLOY001565,DUD000065,2021-01-28,,Active,Full-time,Recruiter,1,Initial Hire,,Office
EMPLOY001566,DUD000066,2024-04-19,,Active,Full-time,Manager,4,Initial Hire,,Office
EMPLOY001567,DUD000067,2025-12-09,,Active,Full-time,Dispatch Staff,5,Initial Hire,,Office
EMPLOY001568,DUD000068,2024-04-19,,Active,Full-time,Dispatch Staff,5,Initial Hire,,Office
EMPLOY001569,DUD000069,2021-08-01,,Active,Full-time,Dispatch Staff,5,Initial Hire,,Office
EMPLOY001570,DUD000070,2022-03-25,,Active,Full-time,Recruiter,3,Initial Hire,,Office
EMPLOY001571,DUD000071,2022-11-09,,Active,Full-time,Client Relations,2,Initial Hire,,Office
EMPLOY001572,DUD000072,2024-02-08,,Active,Full-time,Dispatch Staff,3,Initial Hire,,Office
EMPLOY001573,DUD000073,2024-08-25,,Active,Full-time,HR Staff,5,Initial Hire,,Office
EMPLOY001574,DUD000074,2021-10-17,,Active,Full-time,Recruiter,2,Initial Hire,,Office
EMPLOY001575,DUD000075,2023-12-15,,Active,Full-time,Manager,2,Initial Hire,,Office
EMPLOY001576,DUD000076,2021-03-17,,Active,Full-time,Client Relations,4,Initial Hire,,Office
EMPLOY001577,DUD000077,2025-12-13,,Active,Full-time,Manager,5,Initial Hire,,Office
EMPLOY001578,DUD000078,2024-04-08,,Active,Full-time,Manager,1,Initial Hire,,Office
EMPLOY001579,DUD000079,2021-04-04,,Active,Full-time,Dispatch Staff,3,Initial Hire,,Office
EMPLOY001580,DUD000080,2024-08-04,,Active,Full-time,HR Staff,1,Initial Hire,,Office
EMPLOY001581,DUD000081,2025-03-12,,Active,Full-time,Manager,4,Initial Hire,,Office
EMPLOY001582,DUD000082,2025-04-12,,Active,Full-time,Recruiter,5,Initial Hire,,Office
EMPLOY001583,DUD000083,2021-11-14,,Active,Full-time,Dispatch Staff,4,Initial Hire,,Office
EMPLOY001584,DUD000084,2021-07-01,,Active,Full-time,Manager,5,Initial Hire,,Office
EMPLOY001585,DUD000085,2021-04-23,,Active,Full-time,Administrator,4,Initial Hire,,Office
EMPLOY001586,DUD000086,2025-06-28,,Active,Full-time,Dispatch Staff,5,Initial Hire,,Office
EMPLOY001587,DUD000087,2022-09-20,,Active,Full-time,HR Staff,2,Initial Hire,,Office
EMPLOY001588,DUD000088,2020-01-23,,Active,Full-time,Administrator,2,Initial Hire,,Office
EMPLOY001589,DUD000089,2025-06-10,,Active,Full-time,Client Relations,5,Initial Hire,,Office
EMPLOY001590,DUD000090,2023-05-31,,Active,Full-time,HR Staff,4,Initial Hire,,Office
EMPLOY001591,DUD000091,2025-11-01,,Active,Full-time,Dispatch Staff,2,Initial Hire,,Office
EMPLOY001592,DUD000092,2021-03-20,,Active,Full-time,Client Relations,3,Initial Hire,,Office
EMPLOY001593,DUD000093,2020-07-18,,Active,Full-time,HR Staff,1,Initial Hire,,Office
EMPLOY001594,DUD000094,2024-03-11,,Active,Full-time,Administrator,4,Initial Hire,,Office
EMPLOY001595,DUD000095,2025-03-04,,Active,Full-time,HR Staff,5,Initial Hire,,Office
EMPLOY001596,DUD000096,2020-06-13,,Active,Full-time,HR Staff,1,Initial Hire,,Office
EMPLOY001597,DUD000097,2022-10-13,,Active,Full-time,Manager,1,Initial Hire,,Office
EMPLOY001598,DUD000098,2022-02-22,,Active,Full-time,Dispatch Staff,5,Initial Hire,,Office
EMPLOY001599,DUD000099,2022-12-22,,Active,Full-time,Client Relations,5,Initial Hire,,Office
EMPLOY001600,DUD000100,2025-07-18,,Active,Full-time,Client Relations,1,Initial Hire,,Office
