onboarding_id,employee_id,onboarding_start_date,onboarding_end_date,onboarding_type,onboarding_method,duration_days,completion_status,result,onboarding_satisfaction,notes
ONB001472,DUD101472,2023-09-02,2023-09-20,Rehire Onboarding,Hybrid,18,Delayed,Satisfactory,4,
ONB001473,DUD101473,2021-08-22,,Experienced Teacher Onboarding,Online,11,Incomplete,Incomplete,,
ONB001474,DUD101474,2021-07-04,2021-07-20,Rehire Onboarding,In-person,16,Completed,Passed,3,
ONB001475,DUD101475,2023-08-12,2023-08-23,Rehire Onboarding,Online,11,Completed,Passed,3,
ONB001476,DUD101476,2026-06-28,2026-07-14,Standard Teacher Onboarding,Online,16,Completed,Satisfactory,4,
ONB001477,DUD101477,2021-09-03,2021-09-14,Rehire Onboarding,In-person,11,Delayed,Satisfactory,5,
ONB001478,DUD101478,2024-07-20,2024-08-03,Standard Teacher Onboarding,Hybrid,14,Delayed,Passed,2,
ONB001479,DUD101479,2021-10-04,2021-10-13,Standard Teacher Onboarding,Online,9,Delayed,Satisfactory,3,
ONB001480,DUD101480,2025-06-03,2025-06-13,Standard Teacher Onboarding,In-person,10,Completed,Passed,2,
ONB001481,DUD101481,2024-07-08,2024-07-22,Rehire Onboarding,Hybrid,14,Delayed,Needs Improvement,2,
ONB001482,DUD101482,2021-10-15,,Experienced Teacher Onboarding,Online,10,Incomplete,Incomplete,,
ONB001483,DUD101483,2024-09-28,2024-10-12,Standard Teacher Onboarding,Hybrid,14,Completed,Satisfactory,4,
ONB001484,DUD101484,2022-04-16,2022-04-23,Experienced Teacher Onboarding,Online,7,Delayed,Needs Improvement,4,
ONB001485,DUD101485,2022-12-20,2023-01-01,Rehire Onboarding,Online,12,Delayed,Passed,2,
ONB001486,DUD101486,2023-12-03,2023-12-13,Rehire Onboarding,Online,10,Completed,Passed,5,
ONB001487,DUD101487,2024-11-28,2024-12-13,Rehire Onboarding,Hybrid,15,Completed,Needs Improvement,1,
ONB001488,DUD101488,2021-01-07,,Standard Teacher Onboarding,In-person,18,Incomplete,Incomplete,,
ONB001489,DUD101489,2021-12-29,2022-01-12,Standard Teacher Onboarding,Hybrid,14,Completed,Passed,5,
ONB001490,DUD101490,2026-06-01,2026-06-13,Standard Teacher Onboarding,Online,12,Delayed,Passed,2,
ONB001491,DUD101491,2022-06-30,,Rehire Onboarding,In-person,19,Incomplete,Incomplete,,
ONB001492,DUD101492,2022-05-25,2022-06-05,Experienced Teacher Onboarding,Hybrid,11,Completed,Needs Improvement,4,
ONB001493,DUD101493,2026-04-24,2026-05-10,Standard Teacher Onboarding,Hybrid,16,Completed,Passed,4,
ONB001494,DUD101494,2024-03-10,2024-03-26,Rehire Onboarding,Hybrid,16,Completed,Passed,1,
ONB001495,DUD101495,2023-04-23,2023-05-03,Rehire Onboarding,Hybrid,10,Delayed,Needs Improvement,2,
ONB001496,DUD101496,2023-12-01,,Rehire Onboarding,Online,19,Incomplete,Incomplete,,
ONB001497,DUD101497,2021-03-19,,Rehire Onboarding,Online,11,Incomplete,Incomplete,,
ONB001498,DUD101498,2022-01-31,2022-02-14,Rehire Onboarding,Online,14,Completed,Needs Improvement,5,
ONB001499,DUD101499,2024-04-21,2024-05-10,Rehire Onboarding,In-person,19,Completed,Passed,3,
ONB001500,DUD101500,2024-04-22,2024-05-04,Standard Teacher Onboarding,In-person,12,Completed,Needs Improvement,2,
